"CUST_NO","TXN_DT","LN_AMT","LN_USE"
"MGYDOD_4SQZDH20G",9550,1139478,"06"
"AA5FJOEFOYEJ--2S",9466,739437,"02"
"8GWUJMZITCAZSHIQ",9465,848097,"14"
"3PKPOMHTF4Y0RKMM",9560,904731,"06"
"GDYOULDID3NHKKUA",9504,988495,"06"
"6AIWLRRGC1CHJT74",9483,848097,"14"
"WUWCX-PWGNJ0AD_Y",9463,944357,"02"
"-I2NBMM3EMVRSZBK",9471,848097,"18"
"676HPZ7MZDE4SFXE",9529,864754,"14"
"ZHLMSACXNNQ3EP94",9555,904731,"02"
"GG-JKUGCJPYUWYEW",9564,904731,"05"
"HJNQKDI11QC6GBC0",9526,904731,"05"
"GYPPWFWHSPJTIG3Q",9492,848097,"14"
"JPCPZ0HOEJPNJONW",9549,988495,"06"
"SCY4MGIWFATLZ3Q8",9484,805996,"06"
"Y3LDJHRIGDVFFLIK",9511,904731,"07"
"TWQPMFV4FNKRZZQY",9511,1112753,"12"
"7W2EPVZMQKGF5QZ4",9560,904731,"14"
"JKG1NE1FOM-KSO1G",9529,739437,"19"
"2XFJMPVBOLLABQB4",9499,915763,"14"
"KW7KJ5_P4WZRNO3G",9567,1041480,"14"
"MBGFO5Z6DCNEGOZC",9479,848097,"08"
"A21-ANOHDMBLOITS",9485,944357,"05"
"BJZSIBZ5LXEKXTBM",9483,904731,"02"
"J2JFMVCKEY1BPAUK",9513,777569,"19"
"B21D9I7RKPS4TULS",9470,864754,"18"
"YO9TI8ITZSP1OJI8",9470,855027,"02"
"GGGYZKAB0-9BAWKU",9534,763859,"14"
"KQLFJHSODS-IESC4",9485,904731,"06"
"LGQZSS8UP7OOMSWS",9470,944357,"14"
"YDGCR0KQUM9YKHVI",9477,805996,"07"
"PQU5XG82OMWH-ATC",9528,864754,"06"
"XK1ETOONBQIE4CVK",9466,904731,"14"
"JFCLPMZZRIWN0YH4",9479,904731,"14"
"SBKWBNZIGFESDH58",9525,925966,"06"
"VO7NIG-TIAXKWB1M",9470,777569,"02"
"ORO4PMSJGSN9HL0C",9490,1041480,"14"
"YCAONNVL_QDNHPR8",9526,1066324,"06"
"D6DM_HNOUIEUOF7E",9507,904731,"02"
"BGBU32KJQD6VDRC4",9480,904731,"05"
"YVVX15V5BCI9-RF4",9563,805996,"14"
"TJBJS1F1XU3YPV04",9485,935465,"02"
"ZJ2XZFOS7IBAJTLM",9514,805996,"05"
"9XJ-XRBHRJYACNZQ",9457,960619,"07"
"5Q2J-_BRMNVP-UHW",9535,739437,"14"
"9XGWCPFGHBGETZRU",9521,848097,"02"
"DVBEYMZKFLHMTD5S",9550,904731,"14"
"944VGDGVHHZ_WVOI",9546,904731,"02"
"C-70OWNW8BQAA0MK",9519,944357,"02"
"JZURHYYPY2M3PJ7U",9553,1011941,"06"
"J2OPC26-6LWHWI58",9549,904731,"02"
"EJIM9WLI00PI5MHQ",9518,879483,"14"
"TID7JI2TCVLL_8GA",9507,828864,"14"
"GZKLOUG8UZNAAKOO",9532,879483,"14"
"H2BK_XDABECJIALO",9540,828864,"14"
"GRWXO58XAPPDUFPQ",9560,1218170,"06"
"GGI8V5NMF5DKVAWM",9519,805996,"14"
"YQBFIZXDTSJ_ARNE",9483,904731,"14"
"TFRMQOMGURJKUS44",9464,777569,"02"
"L1QPYEGDEJAKWZC0",9457,805996,"14"
"HFIPFN2X1Y45F6TE",9547,960619,"18"
"3ME7Q9KM_-QOQZQK",9480,848097,"09"
"O_TJSAIPIKU6A0PC",9513,777569,"14"
"8_HQPNI9OVKHBK1G",9529,848097,"02"
"URWHNVMKI-FCD7E0",9492,879483,"14"
"S8BQREYP1ZYSOT4K",9532,879483,"18"
"QHPIDAS3IZHLH9SM",9501,739437,"02"
"-5KOC_BN-JCAN39O",9473,777569,"02"
"Z0IQXDNUHF9WHPRU",9534,848097,"14"
"CFTH1YVMTFGXN7LE",9567,1011941,"06"
"YLU8D8BQDN9-RB5E",9514,988495,"05"
"JFJMJHL5ZLHQMS28",9564,777569,"04"
"C-HGACNJUIXIEB2S",9561,879483,"06"
"TXNKMSZNOZTFP36K",9555,904731,"06"
"3I-06GCRE2MEGUOM",9532,805996,"02"
"RWTTV6AXXVGWFPPO",9473,935465,"14"
"FDB2P0ELABT6RPPC",9521,988495,"06"
"B8RU2BWB_JOUD0YW",9505,879483,"05"
"-1D9VBLTGBVOWGVK",9555,1139478,"14"
"NQ2XCX3LBF7GZRRI",9526,904731,"06"
"33H8E38KWOXA_7DY",9549,988495,"14"
"LXIWVASH0YLYMSZM",9491,828864,"07"
"5Q7XRTUPE1OGHASQ",9522,848097,"07"
"1ZFY6OXOSSSPCJRK",9508,1041480,"02"
"A4FQIHM130JJXRBK",9537,879483,"02"
"EDO5G0XUEBDFH1RQ",9466,1080978,"06"
"ETANLG54BWHCJXWG",9522,904731,"06"
"4SJKGTLFE_Y1H8NA",9557,988495,"14"
"INLJS0JOHA_JKAKO",9473,879483,"05"
"B3IDKDYKPJBZMEQC",9533,960619,"06"
"ZRMHUNN9CA4_1QQG",9508,988495,"06"
"USMLT1GKHQ9-YVCO",9490,904731,"14"
"AYIKB9Z9QJGLJIVK",9505,848097,"14"
"-1V5YVOHU4MRXNZO",9473,805996,"02"
"I2I-BZSH0SEZQESA",9534,904731,"04"
"SQLX3ZU_Q8Z6RRQ4",9533,805996,"05"
"RLVROL9X2BZA2RG8",9547,805996,"02"
"6OP3GEI3UDZNYA3Q",9529,904731,"12"
"LSYTYKUSFBKHKG6A",9513,739437,"05"
"JOFTE4IEN_97DPO4",9561,960619,"08"
"H0F-5ZOYGHDUIJE8",9473,960619,"06"
"UNZW2DRQEIKCHINU",9537,879483,"02"
"OLTGXEV0NYL6LIPK",9476,1112753,"06"
"4AU9XQX6MKOLIYI4",9550,828864,"16"
"X0-PLVYDC6T_XVVO",9505,777569,"14"
"9YPCE-GC3LQXWXYC",9514,805996,"06"
"Y8QOGX4FELY126D8",9484,988495,"14"
"TNAXBCG8CPYZVLLK",9553,879483,"06"
"TR1CRQHOEXVY9MVE",9561,739437,"02"
"2G5DJW62USHKUUF4",9550,848097,"07"
"IVV3FHW56AMGZO9Y",9536,805996,"09"
"NEZD5J32034R9PQ8",9564,925966,"06"
"IMNGT71XTOPHAWSU",9459,988495,"06"
"MCA9C47K1UFBWYPY",9555,805996,"14"
"K0DQY2KM542HCYUM",9450,879483,"07"
"KPQ0DDFH2FQ_PVII",9476,777569,"18"
"-LKVZTZ8UKICEIWS",9549,944357,"14"
"FNFYSJRXZLSODF1K",9556,848097,"02"
"BWAILOABS-PZ3YAA",9470,805996,"05"
"LBIHJTSI0LIAGXRQ",9490,892709,"14"
"PFHC00CMTPCVPZNM",9533,904731,"05"
"JF2-EPKEL-6FMPBS",9534,848097,"02"
"14BXSVMPF_4EK7IY",9553,1080978,"21"
"WEMEEUYGMOYP8U00",9491,1011941,"06"
"KZI4WK34UWFJ42OW",9462,904731,"08"
"CYXCBIPXY7YD4VHW",9470,944357,"14"
"YMNJ8EU7LF3MMAEO",9564,904731,"03"
"L_BOGY4WWPKSVDM4",9449,904731,"05"
"KQCNK_VWQVLWL14O",9526,988495,"07"
"M70XYBR6ENIMQGGK",9539,988495,"06"
"_H__VFI2F2FDHD2C",9449,904731,"06"
"QYUA944IX0QRR-3K",9513,892709,"05"
"WBRU311MAQNDXVBM",9556,952720,"02"
"UILWNWGT8S8CTYVA",9553,848097,"14"
"WLM2BZONRSXDTPYQ",9490,805996,"14"
"ISV_KKVLQQCQPVT0",9463,960619,"05"
"LSJ8VOROLNJ2BKFA",9560,864754,"14"
"HC-4LOZJVOALZTMM",9464,805996,"08"
"HOYGB7AULXEZNJRS",9550,1218170,"06"
"2SYA3GVPWDHYKWP8",9548,848097,"14"
"ZOEJRB1GWFRK4GQ8",9555,1112753,"14"
"J5QAESUTMRWQ2ZX8",9549,848097,"14"
"OXY4CIOKLSJKFLVU",9492,1041480,"12"
"6KROZE8HSL4222J8",9469,848097,"14"
"TRLOASB2TJWEKCNM",9535,848097,"04"
"ZVURF8ECZW619UPO",9550,879483,"02"
"4FN4IFZTLXSPH6_S",9470,937289,"02"
"OJFL7YNQZWGHK1HK",9563,848097,"06"
"YON3KQ1GR_FG1LMM",9456,848097,"18"
"6GEELTZW75ULZBGI",9463,988495,"06"
"RITOH5W424XF-T2E",9472,960619,"05"
"ZDT7ZCPGXHHLIMT4",9527,848097,"04"
"54OEQQHXXWBUHQGM",9512,848097,"09"
"20KLHZMBGDNFCCJK",9549,805996,"09"
"FPQPKMKJOVNGQB34",9513,904731,"02"
"4TF8DOYFNAGSG20I",9560,805996,"14"
"J_OLXATR4CWHMCNM",9518,848097,"05"
"II0F68VGREX2HDS4",9511,904731,"06"
"RAITJSIP716ZJVRC",9465,848097,"05"
"ROMK2C0WV-2EOD2I",9514,904731,"14"
"TV9C7DEUMUHBJNSY",9532,805996,"18"
"N4TQPFDUTCGY0L7E",9450,904731,"06"
"C2CNPJO2TFWJDII8",9469,739437,"02"
"H10C2QHWXLLQV7JE",9478,988495,"07"
"8AXFCP5PJWIK05-E",9477,1011941,"05"
"OOYJOHB3O3FWKVGS",9471,805996,"14"
"GNJQDRO_1NTHLMWK",9484,828864,"14"
"XL2MY2PKNTQSHZKW",9508,1112753,"21"
"GYHBBGVL7TVBNGKA",9528,960619,"14"
"GP_BPGPWFXR9IWWA",9539,739437,"02"
"K2ZEYFCGMRY8THOC",9484,879483,"02"
"HKPLIQZNDE0J1LWK",9527,805996,"14"
"K8ZCQHNFHMQNEGV0",9464,879483,"02"
"OU_SIM9EEJBFRZN4",9547,988495,"06"
"FW7LTVD2IUCNQ7TU",9490,864754,"14"
"ERHL9PV7IHX6XRF0",9560,848097,"14"
"5R1KHQTJDSIMWYHA",9537,848097,"06"
"HUITWL4OTLAUUMEU",9507,915763,"14"
"POK7YJHQ6J3TUJEW",9484,904731,"06"
"LZSZDF1YLKKQOZMG",9501,960619,"15"
"W31JCT-RGFCGNM7K",9514,848097,"05"
"K0UFUE3_WYLPKTFY",9527,904731,"04"
"-C2VHCVAHYQBRST4",9484,975222,"06"
"G_9D8VX5XTCGISB4",9526,960619,"05"
"OX1WG6EYY5_ZZPXK",9500,805996,"05"
"VPIMZRTEAI7RWWGM",9484,828864,"02"
"M2GKJYB5L5RCUMQ8",9487,1080978,"07"
"SYZXL_RTGDXYVVE0",9511,848097,"02"
"RMHSUVH72JBFTFUG",9562,739437,"05"
"Q6Q8JEBWEALRWCJM",9562,1139478,"14"
"UVEBATNISJL_BASM",9513,848097,"09"
"XJAX8FEJPIV9ZDVQ",9527,1218170,"14"
"JMSPRSGRBFF-YMOS",9492,805996,"18"
"OPHYUQZOJSDNPFTU",9451,848097,"21"
"YKSXTW7-NMBMRYDE",9534,805996,"14"
"94L4HSTFAALCWC1Q",9557,925966,"16"
"47LXAIRGKBN80DQG",9513,864754,"05"
"6ZBJRFWTSMU4LNYE",9520,904731,"14"
"RQW3DNBCH1JVEZZO",9525,1080978,"05"
"DE5JAIXFPBMP6OX8",9520,828864,"14"
"TBIRFRPXRHEPEOT4",9563,739437,"06"
"L7E0D7PZN3WT9ONS",9537,879483,"06"
"5J9M6GZ-RPBKVNIG",9463,739437,"05"
"QNDVX95KOY-IZWYC",9532,739437,"02"
"6D325OXOMKEFWFOG",9499,944357,"05"
"PCHOU8W09AKBVGWG",9547,988495,"05"
"F8LEDHH5SRHGTURQ",9469,904731,"02"
"UZG4UZOJFRF08XVK",9527,848097,"06"
"MGVSKRJ04NRLTQQO",9532,848097,"02"
"FU_DU8LUKZ2B0GU4",9557,848097,"14"
"AVD2MFQHRISJPOUU",9525,739437,"06"
"JX9UNB5XK6HYLLPS",9456,828864,"05"
"7RKBMRUTG6RELDOK",9534,848097,"04"
"3FCSPADSAVBYRELG",9550,805996,"09"
"ZESF7PQGP5TM7VB4",9554,1218170,"06"
"C0TMDN0ACZ7RLLJC",9514,960619,"07"
"YDYZYYBCVJVE2NKM",9556,739437,"14"
"SB2X6DYQCAWWM1TQ",9505,828864,"07"
"V-C0FY9SO4AZ6WEY",9525,848097,"05"
"9AJCWN6SJB9JGSQA",9513,848097,"14"
"CDDFVYO3RT3D3NYO",9507,904731,"11"
"WGB1XXGB-7CYELEC",9554,904731,"14"
"_DTXII1LGZEMZGJ4",9469,805996,"14"
"UJS0JA1YZVTDMCWC",9550,1041480,"06"
"MUJK6ATCIPJBHLFS",9478,805996,"02"
"QTVVODGZ6XUNGKHY",9508,960619,"14"
"HP_BIQ_V6C2NWZJO",9483,739437,"02"
"ULDWEDSNJGC5JVA0",9526,879483,"02"
"WZURHM7I2VXX-NQA",9535,777569,"14"
"ERALAY1YAXXVYN4Y",9486,960619,"02"
"NEFIKKXWCQQYB8QQ",9491,848097,"14"
"ZBG_V0TBYZ6SDMJW",9553,739437,"14"
"1Q-HT_0ODGTRXBUE",9554,805996,"14"
"OLYSEYBEPERL8JSS",9567,988495,"14"
"R8DEC4ZUVN8H2FTK",9556,944357,"07"
"DXVQHW_3BMCGXXAI",9499,739437,"06"
"WZC7MSFSZPTGDGUY",9508,848097,"14"
"KCHJRL4G0YO3OTEG",9549,1112753,"17"
"GKUKFICYCIH8QPAG",9522,904731,"03"
"DRA2RYALQQ_AYCJK",9518,904731,"06"
"0C46BDZ9XC0E0VXU",9562,1041480,"02"
"N8NGDRNP1HD7JSX0",9471,960619,"18"
"IG714ZJYRK1_ELC4",9539,739437,"02"
"HVYY-K-TL-ZU9XEW",9490,777569,"14"
"KWQKTG1M7MFWIV0W",9513,805996,"06"
"XJ-T0H6KCFKJRD14",9473,848097,"02"
"EJYIHBA1OD6QDBYW",9480,848097,"05"
"JNVMPVK2HM7ZNCNS",9563,915763,"07"
"TIDIVZYMRXP36P8S",9549,739437,"19"
"YB4EDEWBIBTQUTSM",9535,925966,"14"
"BKQY18U6JJL1MHDM",9527,805996,"14"
"96YLQYAKDQDOVNL4",9504,828864,"08"
"TXDZATY8UC7UVZLE",9557,904731,"09"
"I5DFN14WYEXFJEB4",9476,805996,"06"
"6E_MXDXZHKSAIMB4",9470,739437,"05"
"WBX5U6SV9EDNAFRK",9464,988495,"06"
"VHNWQKVS1WOZCPGU",9529,904731,"05"
"0YY67UQDIKIBKDKC",9513,904731,"15"
"5VNPEFBZMS5FMCIW",9537,925966,"06"
"KEPXAEZBHPGO8U7I",9500,739437,"08"
"XXBKRMR97S-_O0D0",9561,925966,"14"
"FHEOBQYFXPB3TLEW",9554,925966,"05"
"M627FXBOVMSBJEOK",9457,925966,"06"
"XQZJJCRWEDDTBRGM",9476,988495,"14"
"OJ3GJHM4-RWXMJTK",9520,828864,"14"
"DX53EXVM-RVQ4TUQ",9546,739437,"14"
"1GTZIMRWFN5LDKIC",9528,960619,"05"
"M4YSTM6YDVK3DWTW",9554,848097,"03"
"CH2BAOD8XQLXH-AW",9550,925966,"02"
"AZKIPYSVDRRGLMFQ",9548,805996,"14"
"2MAEYEMLUJRC6Z7E",9473,944357,"18"
"XG790IPSKP7IM9TA",9540,879483,"03"
"YNIIH1I5PVVR7ONI",9469,960619,"06"
"D6EWOCTB7HHIY-O4",9536,777569,"07"
"S_G5QTQL8P1URO-C",9518,1080978,"05"
"DP2QVEZBZMG29IGE",9527,1139478,"06"
"FW7BJAMJX3K_NJZU",9470,904731,"18"
"DR1B9XDK_YR6CRSG",9511,828864,"06"
"CG8QHSIUQXRGNPEK",9535,739437,"14"
"1OVRT7XIOTL0V0AU",9536,988495,"14"
"ENGDIVCWBUM4WREU",9513,805996,"14"
"RY1YFGBI-KSMY4IM",9469,848097,"15"
"R-NEI3LBXZBIMQWQ",9486,904731,"05"
"QDFLIIQ-48UQAAHA",9561,988495,"07"
"ARGONFH_DBPKDFCW",9477,739437,"14"
"HNID7ZSDJTMOVV3I",9564,904731,"14"
"4JOYBK20VPX7PBOE",9518,892709,"14"
"9_VHXF10LBAR7GQ4",9557,879483,"14"
"FPZ5CQEH_GDB1W0Y",9463,1027415,"06"
"OA4TBBN_8XAYQ1ZE",9505,960619,"02"
"PM5GTHBNC54C-MZ0",9554,805996,"14"
"BMMD2M_ED1NLDKOI",9554,952720,"06"
"MJNSTFH5HHKZXBQE",9505,805996,"14"
"J1VV-THKEALZ1J-E",9535,805996,"14"
"5HEOTPFIERX-P8GS",9478,904731,"18"
"WVVHATXJZ0XFH3AQ",9527,828864,"08"
"7XIKOS9TPMD6U9PS",9486,982008,"02"
"GGO9KR8IXUWXAHPW",9522,925966,"04"
"TWJANZQ8TQGHY4FG",9511,848097,"02"
"YJVFKJ9EQLJEC_VO",9458,925966,"15"
"SBTQBBFCTT7RHFBA",9470,739437,"02"
"GT1QOSYODT0WUHEU",9452,848097,"05"
"R4MGAQZQ43B-EPKE",9451,1094426,"18"
"GZFT1LC3F0I4HKJK",9553,879483,"14"
"6ATJGHLANHB4WGC8",9501,879483,"14"
"LA2TWDGM_QMO_NCG",9562,805996,"05"
"LT7Y-DBG5FUKXAZ4",9464,1000675,"02"
"QOZ8LW89VE-BXJX8",9471,805996,"14"
"ABHB18_8TJDLRLK8",9546,904731,"18"
"TWKZF_I0GFKWZPWW",9549,904731,"14"
"FEMREO-TICN30BTE",9522,805996,"07"
"8QCXB8HZ1XRGX8EI",9484,960619,"14"
"LDJJ3JER21NV9LOK",9466,988495,"14"
"Y0GCKNEVY3I7LJJI",9548,748203,"14"
"8-LJPNAZO2PGI6FM",9520,1112753,"06"
"S8XTAQANZTQJTAJS",9473,805996,"14"
"D4RL08H16EHOZG_Q",9483,925966,"06"
"U5AFKT2D4NP-VR-U",9567,944357,"14"
"NUXU3JWGNPPCYEJQ",9527,848097,"07"
"ADPRW4HNKYTY768U",9477,925966,"02"
"Q7I6ASTZDNBATJZ0",9560,1075998,"16"
"NNAWJH9RCZ72MSUQ",9508,828864,"14"
"O9GGRMUKGHVXLB_E",9513,777569,"14"
"PT9SIBRSQU5CVM3U",9561,739437,"05"
"AEQLU-4L0XJECDXG",9486,960619,"05"
"NSUMR_WQXQ-R_L-M",9553,848097,"06"
"G4MHR9SQZZIDKO4S",9512,879483,"06"
"5YH3BQHNCITSVYGK",9476,988495,"02"
"TNQDQFMSGQIN42GQ",9554,904731,"02"
"POTDNDUNVPLEX2BY",9534,925966,"14"
"SLLX1O-CYE8JPZTY",9504,739437,"14"
"WOBCYMXJXO9E4UAE",9511,925966,"21"
"P9MKX8QUAB2RDZ0S",9512,864754,"14"
"3SIGT232S5JZCITE",9550,848097,"19"
"CJZIUHR1AJJYVSPY",9458,848097,"04"
"E2S02_I7JDXO30LS",9537,848097,"02"
"MIYBHMH0EQ0HRPAM",9500,805996,"14"
"PCJWD_ZFFKIWX-SW",9512,925966,"04"
"W9GW4C2HCQBW-CCW",9521,944357,"07"
"BA19GKXASWLIUQRQ",9520,1080978,"06"
"1RQ-Z_LWL08TRO7Q",9533,805996,"14"
"E3R_HKQNLCKB9MKW",9525,805996,"18"
"EPK_JYYMMIEIQX5U",9472,805996,"14"
"QYBO3MHRY_O9WQKG",9520,904731,"05"
"0RH-UMRRDH58LGQ0",9557,944357,"02"
"CGYLSENOJITPGHCS",9546,1011941,"09"
"JQDN4Z41CFJSIGEM",9505,777569,"21"
"WQHXDQDXFFEJJHKO",9557,739437,"14"
"XR43AFWF5_DM8YQS",9456,848097,"04"
"0YGF2AE5BK5PBV-E",9515,848097,"05"
"LQU6BWIQX0NKPWDA",9529,1080978,"06"
"IYHEENU6GQIBTMVO",9486,892709,"02"
"OENAKL-NW9HO6-6S",9484,805996,"06"
"0CBOEXS9YQNF-GNC",9501,848097,"04"
"5NFHJNR7IWSTVW34",9555,805996,"06"
"KH2AJ1N0VK7MGWKU",9487,904731,"14"
"SCC5KP01S4LG4O2G",9535,848097,"14"
"XCJXR8ILMKNOER3I",9526,879483,"09"
"FFO34X2-AVTACI-0",9554,848097,"02"
"PIB4W-PKZ6C8TSL4",9504,805996,"03"
"5I8QSW9XSPZBJYJS",9515,864754,"14"
"UBZZH1YBB1ER9_6G",9456,925966,"14"
"RBXCX07VMCN_SWTA",9554,739437,"14"
"Y_HQUHSAAOHCIB28",9469,777569,"14"
"Z-2DRGGZJQG6CQ-S",9555,739437,"02"
"HRFUSECOSL9KUJJM",9549,848097,"05"
"F6SAIM37KFIVQYEC",9507,960619,"14"
"RHHPMGYFECVVRNPE",9527,777569,"02"
"QK0VZ9CU5H3LUVUQ",9562,892709,"08"
"TJQ03HX3JJX4AKJM",9518,777569,"02"
"KN3T89WNKURYSFCE",9466,848097,"07"
"TCQZQBZHQTEWNHPG",9490,904731,"14"
"FNJV4URUHWZMTGQK",9512,892709,"09"
"F91MGZLCWUYXFK_E",9539,988495,"14"
"XF_C8LNS3T50XA1C",9560,960619,"08"
"52-XNNV9OE9_D9AY",9507,904731,"02"
"U4H95YUQVAJDGR0Q",9499,925966,"14"
"FTYXB961ZAMKWULO",9525,848097,"18"
"O8XXJW5LCU9PW_KM",9521,828864,"14"
"XVUXRRND--FZJLQS",9505,879483,"06"
"HQ6TX9LR3SLAIKG4",9521,848097,"02"
"QIOPIBKQNEPOA2LK",9533,739437,"14"
"HFN7SPOQLEAK-EKM",9512,988495,"14"
"WZZDIEXH-RHMPXGA",9515,805996,"14"
"UFPSC23D8-J-3EZA",9549,777569,"14"
"9_E1H9B118EKZ8DI",9548,1139478,"06"
"OS5NPQJ8G_YDXUFI",9537,805996,"03"
"HXKP8886ET27964U",9505,904731,"06"
"EB2OHWFS-XQTMWLM",9478,904731,"14"
"7A7MXBN4JOLZTX_Y",9547,925966,"07"
"X9YD8IJOB7BMYQZO",9465,805996,"11"
"R4D_MJL-QWYHON2K",9471,739437,"14"
"NFF8OJ7ROC_M-DMK",9491,988495,"14"
"47Z9Z4Y508FYKRLC",9484,904731,"07"
"7UHKITPNILFCPCLC",9532,805996,"09"
"ISKIHYGKUBD4AQIC",9519,805996,"02"
"IW00OR66MO3QXZL8",9554,960619,"06"
"CN_WHNII1NHX3LNO",9511,988495,"06"
"NYXHHVSEMFIKRQOO",9532,739437,"14"
"6NTHN6_Z7L6MYOYI",9504,904731,"14"
"QIHLXWPMLYF5X8OW",9483,739437,"19"
"LVKXZ_IRMYLV4-LU",9561,805996,"21"
"POJ8ICDTR5X2XIQS",9484,805996,"14"
"GDQZDBOZX-CBNXM0",9550,739437,"14"
"AUE6KJ1XZDS2HO7Q",9511,848097,"02"
"Z8V6RCZVU2G679DY",9527,904731,"18"
"VWNSJLTJ6KI0LCJI",9529,904731,"14"
"EWSDNPWCJZ_FLFJS",9527,944357,"04"
"NGNEYL9UPAXGKXAK",9462,777569,"02"
"4UBCAPXRIB_HGS_Q",9508,805996,"05"
"6QTNBO-7XO9NNKCA",9518,848097,"02"
"NKOPB1VCPD0ZO8ES",9490,904731,"05"
"1ESQSUNKJWYNIOBG",9487,777569,"05"
"ZDTBM9I7J9IDYAZ8",9560,935465,"14"
"MKP28BSABIFGZ6EM",9563,975222,"05"
"DLPHVLPZMX-OGQCC",9554,848097,"06"
"ILESFN2DSBVDY7BE",9561,1139478,"14"
"PHJRNLMHLJSK_CDM",9480,879483,"02"
"KNGND-TUPUMFMMAY",9466,975222,"02"
"8S4L-0Z6T6FLWE6I",9519,879483,"06"
"V2DGSGUU4T2Z3THM",9515,925966,"02"
"7UUMDEXNQZE0RWAM",9557,739437,"14"
"C6YOXOR69ZK7QMZG",9472,925966,"06"
"_XUAPR9YCWQDQZEG",9452,739437,"06"
"WLKHJEK13DOJVBZC",9537,848097,"05"
"YPBGI7R0KEEZBNUA",9491,975222,"14"
"KD_AQYXEL9EYCL-G",9508,944357,"04"
"LLTXNXOSRUKJDPW8",9505,805996,"06"
"SXZ6XRRZBPHEUYEY",9459,904731,"04"
"QL9PEK_9UKT0XTPW",9508,848097,"14"
"P2WQL5LUA-T5K_L8",9485,828864,"02"
"AQVXNOZGFZOK3GXO",9520,944357,"14"
"BTOAY6Z7DOV8QE4I",9555,944357,"06"
"XFHITS5LP4Y9IT54",9554,879483,"06"
"H5ENUL-TZPVUPEWS",9536,805996,"02"
"RV3D3GQ6IMINRQLG",9484,960619,"06"
"_QMNPGO4ATNXX5DG",9555,848097,"14"
"38MIAQB6FHIE03CE",9490,1027415,"18"
"MRKHZJ99NLMKHIYI",9521,904731,"14"
"HM2E5_YMB_BNPNXY",9525,805996,"06"
"5SVYELVTRHS50ZVS",9486,944357,"14"
"52TNDR4A1DWJSJWG",9490,879483,"05"
"VWAPI-VH2TFE-HV0",9463,848097,"20"
"ZIAVLHM8T1MSU6-G",9548,805996,"02"
"DLNB7A20KZYCDIXU",9540,904731,"14"
"KTOAN4CS-JV3Q-X4",9522,848097,"18"
"2WQSAOOGO1FPABOG",9463,848097,"06"
"NLZT9G5-YKLWQRTY",9513,1080978,"14"
"EJ4VJAKZMOTLGSNI",9487,960619,"02"
"OHUR40H8G3GYE_RG",9521,944357,"14"
"UQPS30X4RCFIP27G",9527,848097,"14"
"AH2LMRZV4HJAKRFY",9457,960619,"14"
"KUCPOWLENYIHTBGY",9477,904731,"18"
"AFGYCW0I1ZLYEWGS",9500,988495,"06"
"EM2IXIY4T_6-5NHS",9561,892709,"02"
"ZF2LTBPNYI6WXOGE",9473,944357,"15"
"QWAQC74PFXEZULUM",9567,739437,"02"
"3UL4OHNS2-ZKDGUG",9521,879483,"02"
"WKG_SSWWGMMXK7GW",9527,879483,"02"
"BTXSZEVX9E3GHX6G",9470,944357,"06"
"SXAD-9BFZ4JK1ZGS",9529,848097,"02"
"XIG1CQYVCM85AE-G",9539,848097,"14"
"IBQ4ERXNQ4SR2GCQ",9486,925966,"02"
"GTYAD15XKEBXQGDE",9549,1011941,"07"
"UQORJ-E_YXTDLYYO",9466,904731,"05"
"AR9KDB90NLBNNDEY",9536,739437,"03"
"RRBIRCWFJPEJFCKO",9508,904731,"14"
"2YETHSDZRSY6MOGU",9515,892709,"02"
"TW5NUHJWEUQPI_BQ",9473,879483,"02"
"VWL_CD0JA74LX9EA",9508,848097,"05"
"CRIGB4WBEX67TVGM",9560,925966,"07"
"D7BG8-W_YSWGRTGY",9555,960619,"04"
"EMVR6TLQE_BF-_WK",9511,892709,"02"
"DKV5IHP3Z8WJHTAA",9525,904731,"14"
"NFJ8VKVIZ7P62DEG",9567,805996,"18"
"Z9ZVBHA5ZVO7KQVS",9557,848097,"02"
"N0X9KVYPTNRJX87O",9550,904731,"14"
"OMVE3FFIKORH6A00",9557,935465,"14"
"EXUUUHTTQYXX5WNG",9484,848097,"06"
"S2HKD8YCGMKJT6PK",9492,904731,"07"
"_OWIQ0TUYQ0F2NTY",9491,770924,"14"
"A8POOWVB5JAOQQJK",9505,904731,"14"
"-PC_EMMC_CD6FZPM",9512,925966,"06"
"VT4QWYENE-PIPXT8",9521,848097,"08"
"_7BT81-KYEE_EPZM",9557,1080978,"05"
"SNWO5C4H9PPPUDS8",9557,1218170,"02"
"AXM_J20OHA1DMV_0",9556,805996,"07"
"YB65OHD_XZVC-Q-W",9478,972417,"02"
"8WWJKJFKCYY40FSU",9485,848097,"07"
"K-QYUBB-VSKWZXJW",9471,848097,"02"
"AVEXJ8AVFLXOKUEY",9472,944357,"06"
"YVKBIIA2OE3_PAMS",9561,904731,"06"
"O2BAHBZ-HPYHI-Z8",9478,960619,"06"
"LTJ3L2IK271ZGAH0",9507,904731,"03"
"ISVRFUKJCWG2MOZ4",9465,904731,"18"
"HXE19NT4MHDDZCNE",9540,805996,"06"
"A98MXGYR80DNA-UM",9534,1011941,"02"
"LDEGGQVT21CVJMTU",9477,739437,"14"
"TSCMBITNCACGEPDA",9527,777569,"02"
"TRMDISUL11PJEFLK",9472,988495,"05"
"7REE_VJ3WV4PUEXI",9550,848097,"14"
